step,loss,tag,run
1172,2.675837516784668,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1172,2.543006181716919,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1172,2.7020578384399414,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1172,2.2193455696105957,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1172,1.9317665100097656,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1172,2.0940287113189697,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1172,2.97139573097229,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1173,2.59993314743042,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1173,2.6683273315429688,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1173,2.625535726547241,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1173,1.2264376878738403,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1173,1.7421256303787231,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1173,1.7367198467254639,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1173,1.6098401546478271,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1174,2.6524157524108887,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1174,2.542947769165039,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1174,2.7085347175598145,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1174,2.212768793106079,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1174,1.3888952732086182,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1174,1.6384594440460205,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1174,1.6565911769866943,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1175,2.6051132678985596,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1175,2.694781541824341,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1175,2.7310361862182617,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1175,2.348422050476074,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1175,1.5418543815612793,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1175,2.261025905609131,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1175,2.6224074363708496,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1176,2.6233901977539062,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1176,2.693392276763916,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1176,2.5317983627319336,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1176,2.1356043815612793,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1176,2.044675350189209,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1176,1.4124058485031128,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1176,1.9317764043807983,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1177,2.6695539951324463,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1177,2.6604981422424316,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1177,2.672586441040039,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1177,1.5401490926742554,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1177,1.5888129472732544,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1177,2.3167004585266113,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1177,1.67171311378479,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1178,2.6041407585144043,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1178,2.64194917678833,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1178,2.708906650543213,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1178,1.8241117000579834,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1178,1.1219180822372437,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1178,1.7080308198928833,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1178,1.4580564498901367,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1179,2.672921657562256,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1179,2.707204580307007,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1179,2.582465171813965,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1179,1.5352808237075806,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1179,1.2660247087478638,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1179,1.4757829904556274,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1179,1.5405609607696533,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1180,2.6841442584991455,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1180,2.6389098167419434,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1180,2.633652448654175,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1180,1.960395097732544,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1180,2.0603294372558594,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1180,2.3913164138793945,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1180,1.2544620037078857,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1181,2.5702571868896484,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1181,2.6601619720458984,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1181,2.7249951362609863,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1181,2.001328468322754,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1181,2.8796796798706055,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1181,1.6609739065170288,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1181,1.6888166666030884,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1182,2.565708637237549,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1182,2.617591142654419,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1182,2.581350088119507,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1182,2.327352523803711,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1182,1.5815616846084595,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1182,1.7515218257904053,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1182,2.306647777557373,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1183,2.6834447383880615,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1183,2.659388542175293,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1183,2.6254124641418457,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1183,1.1816550493240356,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1183,1.4852930307388306,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1183,2.64156436920166,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1183,1.5062304735183716,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1184,2.616586685180664,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1184,2.5668516159057617,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1184,2.631459951400757,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1184,2.3204469680786133,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1184,2.3361573219299316,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1184,1.408747911453247,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1184,1.858725666999817,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1185,2.6969783306121826,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1185,2.5735251903533936,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1185,2.6064302921295166,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1185,1.5649447441101074,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1185,1.6662898063659668,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1185,1.9715635776519775,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1185,1.7441356182098389,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1186,2.6637401580810547,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1186,2.6399519443511963,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1186,2.4851551055908203,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1186,1.475600242614746,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1186,1.8950977325439453,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1186,1.451109766960144,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1186,1.5976873636245728,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1187,2.6873342990875244,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1187,2.617659091949463,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1187,2.6948773860931396,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1187,1.4474780559539795,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1187,2.1513724327087402,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1187,2.2422449588775635,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1187,1.2003799676895142,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1188,2.728745222091675,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1188,2.5534534454345703,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1188,2.6054747104644775,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1188,1.7126904726028442,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1188,1.8674371242523193,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1188,1.9612363576889038,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1188,1.2816038131713867,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1189,2.7020251750946045,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1189,2.688377857208252,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1189,2.578443765640259,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1189,1.3684271574020386,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1189,2.4316325187683105,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1189,1.3993415832519531,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1189,2.138298273086548,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1190,2.7031912803649902,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1190,2.671219825744629,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1190,2.6026532649993896,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1190,1.6387158632278442,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1190,1.4967273473739624,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1190,2.7252044677734375,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1190,2.2605466842651367,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1191,2.6295766830444336,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1191,2.7176737785339355,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1191,2.6939942836761475,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1191,1.6140892505645752,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1191,1.9418559074401855,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1191,1.477141261100769,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1191,1.2732822895050049,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1192,2.684889078140259,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1192,2.5421457290649414,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1192,2.633850336074829,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1192,1.4016553163528442,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1192,1.8340599536895752,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1192,2.572882652282715,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1192,1.7340224981307983,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1193,2.6663620471954346,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1193,2.6660568714141846,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1193,2.6969223022460938,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1193,1.532646656036377,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1193,2.049642562866211,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1193,1.2497529983520508,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1193,1.800689935684204,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1194,2.620811939239502,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1194,2.6299545764923096,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1194,2.6304407119750977,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1194,1.7501357793807983,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1194,2.5576210021972656,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1194,1.4424551725387573,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1194,1.5434609651565552,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1195,2.610152244567871,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1195,2.6033401489257812,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1195,2.6839113235473633,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1195,2.1548011302948,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1195,2.0974316596984863,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1195,1.7425646781921387,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1195,1.7298766374588013,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1196,2.6644134521484375,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1196,2.6476075649261475,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1196,2.6765151023864746,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1196,2.3272581100463867,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1196,2.2900924682617188,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1196,1.65132474899292,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1196,1.0858038663864136,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1197,2.667208194732666,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1197,2.6998345851898193,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1197,2.6094131469726562,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1197,2.464926242828369,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1197,1.0053297281265259,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1197,1.8884726762771606,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1197,1.6405397653579712,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1198,2.68253231048584,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1198,2.6097538471221924,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1198,2.8031508922576904,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1198,1.4531910419464111,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1198,1.6828292608261108,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1198,2.3515515327453613,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1198,1.6151442527770996,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1199,2.596611738204956,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1199,2.594564199447632,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1199,2.6593096256256104,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1199,2.186305284500122,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1199,2.23298978805542,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1199,1.47165846824646,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1199,1.6624183654785156,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1200,2.6722617149353027,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1200,2.6604552268981934,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1200,2.678072214126587,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1200,1.7943228483200073,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1200,1.975917935371399,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1200,2.0946860313415527,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1200,1.6991881132125854,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1201,2.6251296997070312,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1201,2.659759759902954,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1201,2.624967336654663,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1201,0.9574005603790283,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1201,1.3325810432434082,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1201,1.5839303731918335,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1201,2.1679935455322266,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1202,2.653348207473755,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1202,2.6734249591827393,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1202,2.69378924369812,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1202,1.7174222469329834,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1202,1.798318862915039,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1202,1.4656484127044678,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1202,2.298351526260376,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1203,2.6585514545440674,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1203,2.716193914413452,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1203,2.699378728866577,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1203,1.7534589767456055,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1203,2.035778760910034,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1203,1.387534260749817,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1203,1.598225712776184,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1204,2.6682257652282715,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1204,2.591944694519043,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1204,2.7252180576324463,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1204,1.9958534240722656,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1204,3.0349783897399902,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1204,1.7157570123672485,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1204,2.805680513381958,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1205,2.586195230484009,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1205,2.66375732421875,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1205,2.6496009826660156,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1205,1.695431113243103,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1205,1.5258773565292358,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1205,1.8626245260238647,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1205,2.1431915760040283,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1206,2.6095049381256104,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1206,2.664522409439087,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1206,2.631380558013916,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1206,2.3995161056518555,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1206,2.45156192779541,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1206,2.2462401390075684,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1206,2.1964447498321533,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1207,2.6457393169403076,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1207,2.58209228515625,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1207,2.5991766452789307,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1207,1.6638894081115723,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1207,1.9637987613677979,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1207,2.143134117126465,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1207,2.475083351135254,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1208,2.6613729000091553,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1208,2.595580577850342,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1208,2.6427128314971924,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1208,2.109203815460205,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1208,1.8215980529785156,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1208,1.8852108716964722,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1208,2.8460493087768555,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1209,2.7104074954986572,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1209,2.526007652282715,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1209,2.617461919784546,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1209,2.190877676010132,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1209,2.1985199451446533,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1209,1.8146030902862549,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1209,2.125469446182251,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1210,2.576545238494873,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1210,2.599937915802002,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1210,2.695272207260132,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1210,1.6348493099212646,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1210,1.61696457862854,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1210,1.306686520576477,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1210,2.2028017044067383,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1211,2.5776424407958984,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1211,2.509286880493164,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1211,2.7447991371154785,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1211,2.1744117736816406,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1211,2.192553758621216,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1211,2.229900598526001,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1211,1.4535714387893677,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1212,2.574361801147461,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1212,2.7340002059936523,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1212,2.7269279956817627,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1212,1.5005433559417725,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1212,1.4334176778793335,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1212,1.8692164421081543,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1212,2.1692404747009277,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1213,2.6603152751922607,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1213,2.654271125793457,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1213,2.638637065887451,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1213,2.1584396362304688,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
1213,1.7575132846832275,Loss/Batch,events.out.tfevents.1753520782.a95126dcb42f.3012.1
1213,1.5431416034698486,Loss/Batch,events.out.tfevents.1753537531.13604414a22d.1972.0
1213,1.4572893381118774,Loss/Batch,events.out.tfevents.1753618944.ba339405f599.4380.0
1214,2.648576498031616,Loss/Batch,events.out.tfevents.1753357516.0031aa403a5c.5658.3
1214,2.653125762939453,Loss/Batch,events.out.tfevents.1753390655.ed0779e880a2.1826.0
1214,2.668001413345337,Loss/Batch,events.out.tfevents.1753439038.632bc7009bee.7929.0
1214,1.5569050312042236,Loss/Batch,events.out.tfevents.1753472434.65f1a4efc397.2247.1
